"id","year","type","pl","pf","pk","output","cost","empexp","nbemp","faexp","fa","intexp","bfunds","dep","nondep","npl","ec","quality","rindex","ta","ts"
8,1994,"conventional",10115.19022,0.483170467,0.034029851,320374066.5,431895321.4,62845676.86,6213,1979118.001,58158292.12,911609528.2,1886724439,1866724931,19999508.22,8992834.424,34721368.43,0.028069795,0.015891682,2184876830,475266091.1
8,1995,"conventional",12606.18495,0.341179648,0.038997214,677586045.2,529765228.9,67291815.26,5338,2748385.324,70476452.23,688906775.2,2019190710,1909102609,110088101,19216884.68,65437745.8,0.028360803,0.0284857,2297213879,337789643.8
8,1996,"conventional",15145.73795,0.244219508,0.037159676,668282772.4,433098153.9,74638196.64,4928,2410763.627,64875797.4,549976337.6,2251975458,2164137734,87837724.21,27926667.75,35803420.2,0.041788699,0.014259165,2510905793,363989504.2
8,1997,"conventional",14791.17222,0.347592732,0.036039811,431649589.7,288652898.3,67018801.34,4531,2150402.729,59667424.57,518603374.5,1491985670,1486228342,5757328.24,169644271.1,750140487,0.393013859,0.475494217,1577601705,588266421.1
8,1998,"conventional",17462.38835,0.275792837,0.033264912,335075526.6,222401322.6,72992783.29,4180,1975588.152,59389550.18,301422404.3,1092930503,1068760921,24169582.09,149897302.8,391707858.4,0.447353778,0.33911621,1155084443,349976696
8,1999,"conventional",21658.19898,0.233108478,0.035376373,180148176.9,159330282.8,87174250.88,4025,2033709.063,57487778.1,265035324.3,1136961326,1122432648,14528677.74,135375995.4,238647348.5,0.751470249,0.196608053,1213822858,500742423.1
8,2000,"conventional",22026.93525,0.166788077,0.036452275,149133497.8,120132143.3,80706690.75,3664,2084862.691,57194308.53,137404199,823825070.6,770385779.5,53439291.07,120733789.8,154629439.3,0.809568552,0.161326239,958489083.5,399641143.9
9,1990,"conventional",11318.50501,0.174033149,0.16,248577007,74897136.37,13412428.44,1185,1788323.791,11177023.7,84498299.15,485529909.4,404161176.9,81368732.51,10729942.75,44708094.79,0.043165468,0.069589422,642455322.1,103275699
9,1991,"conventional",14520.4666,0.185087719,0.101694915,473912155.8,152996668.9,18237706.05,1256,1609209.358,15823892.02,169771587.2,917249333.8,844566711.1,72682622.65,7777845.228,26820155.96,0.016411998,0.024479804,1095603371,130345958
9,1992,"conventional",16359.95632,0.166107784,0.083333333,654370366.4,212953797.5,20858944.31,1275,1580223.053,18962676.64,219176937.5,1319486250,1001229327,318256923,6320892.214,47406691.6,0.009659503,0.02962963,1599975842,98447896.23
9,1993,"conventional",18235.56092,0.151908069,0.103092784,655410324.4,238051069.8,23815642.56,1306,1920616.335,18629978.45,237388179,1562709481,1018310781,544398700.2,10563389.84,40332943.04,0.016117216,0.021317633,1891999152,77400838.3
9,1994,"conventional",12280.51572,0.239298655,0.059574468,462592791.6,252287129,15485730.32,1261,1458297.474,24478564.74,270583624.2,1130736085,1082994203,47741881.59,4201285.58,34721368.43,0.009082039,0.025281254,1373403728,69269130.02
9,1995,"conventional",12660.97856,0.291572284,0.040939836,636294827.6,346638004.6,18257131.08,1442,2508446.922,61271542.65,409923852.3,1405908156,1228550052,177358103.7,4035327.658,65437745.8,0.006341915,0.039589849,1652892021,164117866.5
9,1996,"conventional",14430.2167,0.339761024,0.116591928,843624055.6,488702168.8,22150382.63,1535,2792666.775,23952488.11,530749901,1562127093,1492179144,69947948.59,4332213.844,119344734,0.005135242,0.066518995,1794145189,121862907.9
9,1997,"conventional",15812.47039,0.302549785,0.101941748,1050690524,487552656.7,25442264.85,1609,3413139.216,33481270.4,475532808.2,1571750609,1483165269,88585340.35,3131836.533,99737428.92,0.002980741,0.055333021,1802493823,38563472.2
9,1998,"conventional",17641.27765,0.238736571,0.110703524,1122359954,369044093.3,30960442.27,1755,3029713.227,27367811.91,377018231.1,1579222782,1430035400,149187381.9,4388602.355,96807404.9,0.003910156,0.052325784,1850089901,140571522.8
9,1999,"conventional",17196.69365,0.289201856,0.188387386,151955857.7,204434728.8,31126015.51,1810,5506960.846,29232110.29,501994104.4,1735791437,1609489585,126301852.1,96438440.07,58979747.26,0.634647729,0.079655182,740438300.4,302633820.9
9,2000,"conventional",15437.79829,0.211930123,0.221673954,76728042.4,50625830.17,25101860.02,1626,5023202.776,22660320.21,266906301.3,1259407096,1138807768,120599328.2,66936406.22,38215405.73,0.872385169,0.032805569,1164906059,922219832.7
10,1990,"conventional",32397.17013,0.244897959,0.002236731,19671561.71,5707856.805,2235404.739,69,1000,447080.9479,5364971.374,21906966.45,13412428.44,8494538.01,894161.8957,6706214.218,0.045454545,0.154639175,43366851.94,10729942.75
10,1991,"conventional",35497.26524,0.28,0.00186427,19578713.85,6697657.691,2413814.036,68,1000,536403.1192,5632232.751,20115116.97,14751085.78,5364031.19,536403.1192,5364031.192,0.02739726,0.133333333,40230233.94,6168635.87
10,1992,"conventional",33384.99409,0.354166666,0.2,15802230.53,3819885.343,2370334.58,71,158022.3053,790111.5267,2686379.191,7585070.66,3476490.72,4108579.94,474066.916,16434319.76,0.03,0.390977444,42033933.22,17066408.98
10,1993,"conventional",35518.24729,0.314814815,0.095238095,19494255.8,4740069.784,2592832.052,73,192061.6335,2016647.152,3265047.77,10371328.21,4225355.94,6145972.27,288092.4503,12580036.99,0.014778325,0.134912461,93245923.07,13060191.08
10,1994,"conventional",27599.03645,0.195652174,0.107142857,20242557.8,4452439.764,2152724.843,78,208328.2106,1944396.632,2812430.843,14374646.53,11145559.27,3229087.26,1736068.422,6492895.897,0.085763293,0.105115233,61769314.44,6978995.055
10,1995,"conventional",30856.82322,0.102504174,0.323529412,39698899.12,8797544.87,2530259.504,82,1199692.006,3708138.929,6696462.654,65328682.89,57061714.34,8266968.55,1090629.097,9575723.469,0.027472527,0.091268191,104918519.1,12760360.43
10,1996,"conventional",37052.37671,0.248390558,0.21399177,45876115.74,11766865.27,3186504.397,86,620592.6167,2900077.036,11051322.37,44491716.83,34132593.92,10359122.91,596723.6699,23880881.27,0.013007284,0.188276251,126839583.3,17818168.78
10,1997,"conventional",41147.81609,0.146349151,0.184810127,73813823.92,24254613.94,3744451.264,91,456335.4629,2469212.436,26123642.46,178502180.1,38669742.11,139832438,12502.34145,19816211.2,0.000169377,0.07813848,253603745.1,22341684.17
10,1998,"conventional",73603.3938,0.267422096,0.18522602,49135136.18,37806494.49,7801959.743,106,602357.186,3252011.713,30462063.41,113910046.4,43305179.13,70604867.31,272494.9175,22444976.1,0.005545826,0.09582855,234220138,1771216.964
10,1999,"conventional",84336.66971,0.19721329,0.194301994,58470773.88,28929978.03,10542083.71,125,744892.3635,3833683.572,17685186.44,89675429.05,56793127.74,32882301.31,2186619.519,23591898.9,0.037396795,0.093626465,251978955.8,139803.8454
10,2000,"conventional",84522.91143,0.237897085,0.214713129,40485683.91,30920135.49,12255822.16,145,863385.0925,4021109.914,19015702.82,79932474.94,26880999.47,53051475.47,7023142.342,28307707.95,0.173472242,0.126334407,224069662.3,2762832.296
11,1990,"conventional",23619.37083,0.16988417,0.055555556,57673442.27,22566410.84,6259133.27,265,447080.9479,8047457.061,19671561.71,115793965.5,79133327.77,36660637.72,20565723.6,23248209.29,0.356589147,0.140540541,165419950.7,13859509.38
11,1991,"conventional",30202.87833,0.118721461,0.076923077,83410685.03,19459345.27,6705038.99,222,536403.1192,6973240.549,13946481.1,117472283.1,65709382.1,51762901,8850651.466,26820155.96,0.106109325,0.172711572,155288703,11800868.62
11,1992,"conventional",29719.79137,0.103004292,0.075,46774602.38,16030532.3,6478914.519,218,474066.916,6320892.214,11377605.98,110457591.4,74744550.43,35713041.01,4424624.55,15802230.53,0.094594595,0.118483412,133370825.7,11851672.9
11,1993,"conventional",31708.28855,0.10965435,0.032258065,55505812.08,12770336.6,6722157.173,212,192061.6335,5953910.639,8834835.141,80569855.26,71062804.4,9507050.86,4321386.754,14404622.51,0.077854671,0.092879257,155089769.1,28233060.13
11,1994,"conventional",22974.83583,0.092930634,0.028368794,28610407.59,10076159.56,4617942.001,201,138885.4737,4895712.949,9721983.161,104615483.1,55137533.07,49477950.01,2499938.527,5208205.265,0.087378641,0.042565267,122358102.4,23679973.27
11,1995,"conventional",22676.44656,0.06039551,0.028571429,39175397.15,10983521.16,4580642.206,202,174500.6555,6107522.941,9859287.034,163245363.2,150594065.7,12651297.52,4864205.771,8725032.773,0.124164811,0.047489018,183727377.6,22837773.28
11,1996,"conventional",26823.59798,0.058858423,0.038022814,46699594.41,12926077.91,5525661.184,206,238689.468,6277533.008,10657484.75,181069830.4,152057125.6,29012704.83,4666379.099,15514815.42,0.099923332,0.071139324,218090566.9,22794844.19
11,1997,"conventional",25612.0841,0.051472837,0.06080449,74895276.46,15065667.49,6326184.774,247,406326.0971,6682501.505,12627364.86,245320943.9,207413844.7,37907099.28,4957178.385,15627926.81,0.066188131,0.055332994,282434144.5,38594728.06
